source_path,source_line,heading_level,source_heading,disposition,replacement_ids,removal_commit
docs/2026_Midterm.md,1095,3,8.3 為什麼我仍然認為這次改革是有效的,pending,,
docs/2026_Midterm.md,1113,2,9. 我建議的下一階段實驗,pending,,
docs/2026_Midterm.md,1115,3,9.1 必做,pending,,
docs/2026_Midterm.md,1147,4,9.1.1 可直接照抄的完整操作流程,pending,,
docs/2026_Midterm.md,1250,3,9.2 要量的指標,pending,,
docs/2026_Midterm.md,1260,3,9.3 如果你要對標 MPC,pending,,
docs/2026_Midterm.md,1274,2,10. 本次修改檔案總表,pending,,
docs/2026_Midterm.md,1287,2,11. 參考來源,pending,,
docs/2026_Midterm.md,1335,2,12. 總結,pending,,
docs/COMMANDS.md,0,0,<document>,pending,,
docs/COMMANDS.md,1,1,RedRHex 新 Ubuntu 操作指令,pending,,
docs/COMMANDS.md,7,2,1. 這台機器的固定路徑,pending,,
docs/COMMANDS.md,29,2,2. 每次開新終端機先做這段,pending,,
docs/COMMANDS.md,47,2,3. 第一次 setup 或換機器後要做,pending,,
docs/COMMANDS.md,49,3,3.1 安裝 RedRHex package,pending,,
docs/COMMANDS.md,58,3,3.2 安裝並拉 Git LFS 資源,pending,,
docs/COMMANDS.md,81,2,4. 驗證環境是否接好,pending,,
docs/COMMANDS.md,83,3,4.1 確認 Isaac Lab launcher 使用正確 Python,pending,,
docs/COMMANDS.md,95,3,4.2 列出 RedRHex task,pending,,
docs/COMMANDS.md,109,2,5. 開始 train,pending,,
docs/COMMANDS.md,111,3,5.1 最小 smoke test,pending,,
docs/COMMANDS.md,124,3,5.1.1 一鍵 disposable smoke pipeline,pending,,
docs/COMMANDS.md,165,3,5.2 小規模 debug train,pending,,
docs/COMMANDS.md,178,3,5.3 正式 train,pending,,
docs/COMMANDS.md,201,2,6. 從 checkpoint 繼續 train,pending,,
docs/COMMANDS.md,241,2,7. 開始 play,pending,,
docs/COMMANDS.md,243,3,7.1 GUI 播放單一模型,pending,,
docs/COMMANDS.md,253,3,7.2 播放最新 run 的最新 checkpoint,pending,,
docs/COMMANDS.md,274,3,7.3 Headless 錄影播放,pending,,
docs/COMMANDS.md,299,2,8. TensorBoard,pending,,
docs/COMMANDS.md,314,2,8.1 Training Panel,pending,,
docs/COMMANDS.md,365,2,9. 目前這台機器已驗證到哪裡,pending,,
docs/COMMANDS.md,381,2,10. 常見錯誤,pending,,
docs/COMMANDS.md,383,3,`ModuleNotFoundError: No module named 'isaaclab'`,pending,,
docs/COMMANDS.md,394,3,`ModuleNotFoundError: No module named 'pxr'`,pending,,
docs/COMMANDS.md,402,3,`RedRhex.usd` 打不開或只有 130 bytes,pending,,
docs/COMMANDS.md,412,3,`tabs: terminal type 'dumb' cannot reset tabs`,pending,,
docs/COMMANDS.md,418,3,CUDA out of memory,pending,,
docs/COMMANDS.md,428,2,11. 最短版每日流程,pending,,
docs/energy_aware_reward_integration_report.md,0,0,<document>,pending,,
docs/energy_aware_reward_integration_report.md,1,1,RedRhex 彈簧腿節能 RL Reward 整合報告,pending,,
docs/energy_aware_reward_integration_report.md,15,2,目錄,pending,,
docs/energy_aware_reward_integration_report.md,30,2,1. 研究問題重述,pending,,
docs/energy_aware_reward_integration_report.md,32,3,1.1 RedRhex 的關節架構與物理角色,pending,,
docs/energy_aware_reward_integration_report.md,47,3,1.2 核心研究問題,pending,,
docs/energy_aware_reward_integration_report.md,60,3,1.3 為什麼不能只靠一般 locomotion reward,pending,,
docs/energy_aware_reward_integration_report.md,82,2,2. 物理與數學推導,pending,,
docs/energy_aware_reward_integration_report.md,84,3,2.1 關節角度與角速度,pending,,
docs/energy_aware_reward_integration_report.md,107,3,2.2 關節力矩,pending,,
docs/energy_aware_reward_integration_report.md,109,4,2.2.1 Main drive：速度控制器,pending,,
docs/energy_aware_reward_integration_report.md,127,4,2.2.2 ABAD：位置控制器,pending,,
docs/energy_aware_reward_integration_report.md,148,4,2.2.3 Spring/damper：被動關節,pending,,
docs/energy_aware_reward_integration_report.md,174,3,2.3 瞬時機械功率,pending,,
docs/energy_aware_reward_integration_report.md,202,3,2.4 單步與單回合機械能,pending,,
docs/energy_aware_reward_integration_report.md,218,3,2.5 電流、電功率與電能估計,pending,,
docs/energy_aware_reward_integration_report.md,252,3,2.6 彈簧位能、彈簧功率與阻尼耗散,pending,,
docs/energy_aware_reward_integration_report.md,296,3,2.7 CoT、回收效率與單位運動能耗,pending,,
docs/energy_aware_reward_integration_report.md,298,4,2.7.1 等效運動速度,pending,,
docs/energy_aware_reward_integration_report.md,311,4,2.7.2 Cost of Transport proxy,pending,,
docs/energy_aware_reward_integration_report.md,319,4,2.7.3 Spring recovery ratio,pending,,
docs/energy_aware_reward_integration_report.md,334,4,2.7.4 Spring utilization,pending,,
docs/energy_aware_reward_integration_report.md,342,3,2.8 哪些適合 reward、哪些只適合 diagnostics,pending,,
docs/energy_aware_reward_integration_report.md,357,2,3. 模擬 / 真機感測映射,pending,,
docs/energy_aware_reward_integration_report.md,359,3,3.1 Isaac Lab / Isaac Sim 中可取得的量,pending,,
docs/energy_aware_reward_integration_report.md,377,3,3.2 真機中的對應方式,pending,,
docs/energy_aware_reward_integration_report.md,388,3,3.3 力矩估計的三層方案,pending,,
docs/energy_aware_reward_integration_report.md,390,4,Ideal,pending,,
docs/energy_aware_reward_integration_report.md,398,4,Practical,pending,,
docs/energy_aware_reward_integration_report.md,406,4,Fallback,pending,,
docs/energy_aware_reward_integration_report.md,419,3,3.4 接觸與彈簧壓縮量的 proxy 風險,pending,,
docs/energy_aware_reward_integration_report.md,432,2,4. Reward 設計,pending,,
docs/energy_aware_reward_integration_report.md,434,3,4.1 設計哲學：平衡型 reward,pending,,
docs/energy_aware_reward_integration_report.md,444,3,4.2 目前實作的四個節能相關 reward 項,pending,,
docs/energy_aware_reward_integration_report.md,446,4,E1. Power Efficiency,pending,,
docs/energy_aware_reward_integration_report.md,463,4,E2. Spring Recovery,pending,,
docs/energy_aware_reward_integration_report.md,491,4,E3. Spring Utilization,pending,,
docs/energy_aware_reward_integration_report.md,510,4,E4. Torque Penalty,pending,,
docs/energy_aware_reward_integration_report.md,524,3,4.3 正向 spring reward 的 gating 機制,pending,,
docs/energy_aware_reward_integration_report.md,545,3,4.4 diagnostics 與 TensorBoard 指標,pending,,
docs/energy_aware_reward_integration_report.md,566,3,4.5 Reward hacking 風險與緩解,pending,,
docs/energy_aware_reward_integration_report.md,578,2,5. `redrhex_env_cfg.py` 修改版,pending,,
docs/energy_aware_reward_integration_report.md,582,3,5.1 `v2_reward_scales` 新增的節能權重,pending,,
docs/energy_aware_reward_integration_report.md,599,3,5.2 新增的物理常數與估測參數,pending,,
docs/energy_aware_reward_integration_report.md,614,3,5.3 ForwardFast 的保守版本,pending,,
docs/energy_aware_reward_integration_report.md,637,2,6. `redrhex_env.py` 修改版,pending,,
docs/energy_aware_reward_integration_report.md,641,3,6.1 `_setup_buffers()` 中新增的內部狀態,pending,,
docs/energy_aware_reward_integration_report.md,661,3,6.2 新 helper：`_compute_energy_equivalent_speed()`,pending,,
docs/energy_aware_reward_integration_report.md,674,3,6.3 新 helper：`_get_active_joint_torques()`,pending,,
docs/energy_aware_reward_integration_report.md,688,3,6.4 `_apply_action()` 中新增 `self._target_abad_pos`,pending,,
docs/energy_aware_reward_integration_report.md,702,3,6.5 `_compute_simplified_rewards()` 的正式節能流程,pending,,
docs/energy_aware_reward_integration_report.md,721,3,6.6 實際新增的 diagnostics,pending,,
docs/energy_aware_reward_integration_report.md,736,3,6.7 `_reset_idx()` 的補強,pending,,
docs/energy_aware_reward_integration_report.md,750,2,7. `eval_command_sweep.py` 修改版,pending,,
docs/energy_aware_reward_integration_report.md,754,3,7.1 新增 `collect_energy_metrics()`,pending,,
docs/energy_aware_reward_integration_report.md,779,3,7.2 每個 command 的 energy KPI,pending,,
docs/energy_aware_reward_integration_report.md,795,3,7.3 每個 skill 的彙總,pending,,
docs/energy_aware_reward_integration_report.md,813,3,7.4 為什麼這個 evaluation 很關鍵,pending,,
docs/energy_aware_reward_integration_report.md,828,2,8. 權重調參建議,pending,,
docs/energy_aware_reward_integration_report.md,830,3,8.1 初始權重建議,pending,,
docs/energy_aware_reward_integration_report.md,840,3,8.2 推薦調整順序,pending,,
docs/energy_aware_reward_integration_report.md,847,3,8.3 常見症狀與對應調法,pending,,
docs/energy_aware_reward_integration_report.md,858,2,9. Ablation 與驗證流程,pending,,
docs/energy_aware_reward_integration_report.md,860,3,9.1 四個版本,pending,,
docs/energy_aware_reward_integration_report.md,869,3,9.2 TensorBoard 必看曲線,pending,,
docs/energy_aware_reward_integration_report.md,889,3,9.3 `eval_command_sweep.py` 的正式比較方式,pending,,
docs/energy_aware_reward_integration_report.md,901,3,9.4 多模式分析,pending,,
docs/energy_aware_reward_integration_report.md,913,3,9.5 如何判斷「真的更省能」而不是「只是變慢」,pending,,
docs/energy_aware_reward_integration_report.md,927,2,10. 風險與注意事項,pending,,
docs/energy_aware_reward_integration_report.md,929,3,10.1 物理假設,pending,,
docs/energy_aware_reward_integration_report.md,939,3,10.2 感測與 sim2real 限制,pending,,
docs/energy_aware_reward_integration_report.md,945,3,10.3 Reward engineering 限制,pending,,
docs/energy_aware_reward_integration_report.md,951,3,10.4 目前實作驗證狀態,pending,,
docs/energy_aware_reward_integration_report.md,963,3,10.5 建議下一步,pending,,
docs/energy_aware_reward_integration_report.md,972,2,附錄 A：本次實際完成的程式修改,pending,,
docs/energy_aware_reward_integration_report.md,990,2,附錄 B：關鍵程式碼位置索引,pending,,
docs/energy_aware_reward_integration_report.md,1005,2,附錄 C：教授報告時可直接強調的三個重點,pending,,
docs/energy_aware_reward_integration_report.md,1018,2,附錄 D：Overleaf 可直接使用的 LaTeX 原稿,pending,,
docs/energy_aware_reward_integration_report.tex,0,0,<document>,pending,,
docs/energy_aware_reward_integration_report.tex,61,3,研究問題重述,pending,,
docs/energy_aware_reward_integration_report.tex,63,4,系統背景,pending,,
docs/energy_aware_reward_integration_report.tex,88,4,核心研究問題,pending,,
docs/energy_aware_reward_integration_report.tex,96,3,物理與數學推導,pending,,
docs/energy_aware_reward_integration_report.tex,98,4,關節角度、角速度與力矩,pending,,
docs/energy_aware_reward_integration_report.tex,112,4,Main drive 力矩模型,pending,,
docs/energy_aware_reward_integration_report.tex,131,4,ABAD 力矩模型,pending,,
docs/energy_aware_reward_integration_report.tex,150,4,被動彈簧與阻尼模型,pending,,
docs/energy_aware_reward_integration_report.tex,167,4,機械功率與機械能,pending,,
docs/energy_aware_reward_integration_report.tex,190,4,電流與電功率估計,pending,,
docs/energy_aware_reward_integration_report.tex,212,4,彈簧位能、釋能與耗散,pending,,
docs/energy_aware_reward_integration_report.tex,235,4,等效運動速度與 CoT proxy,pending,,
docs/energy_aware_reward_integration_report.tex,251,4,彈簧回收率與活用度,pending,,
docs/energy_aware_reward_integration_report.tex,272,3,模擬 / 真機感測映射,pending,,
docs/energy_aware_reward_integration_report.tex,274,4,模擬中可直接取得的量,pending,,
docs/energy_aware_reward_integration_report.tex,290,4,真機感測的三層方案,pending,,
docs/energy_aware_reward_integration_report.tex,292,5,Ideal sensing,pending,,
docs/energy_aware_reward_integration_report.tex,300,5,Practical sensing,pending,,
docs/energy_aware_reward_integration_report.tex,308,5,Fallback proxy,pending,,
docs/energy_aware_reward_integration_report.tex,315,3,Reward 設計,pending,,
docs/energy_aware_reward_integration_report.tex,317,4,設計哲學,pending,,
docs/energy_aware_reward_integration_report.tex,331,4,E1: Power Efficiency,pending,,
docs/energy_aware_reward_integration_report.tex,350,4,E2: Spring Recovery,pending,,
docs/energy_aware_reward_integration_report.tex,368,4,E3: Spring Utilization,pending,,
docs/energy_aware_reward_integration_report.tex,387,4,E4: Torque Penalty,pending,,
docs/energy_aware_reward_integration_report.tex,401,4,為何需要 spring reward gating,pending,,
docs/energy_aware_reward_integration_report.tex,421,3,模擬實作與程式修改,pending,,
docs/energy_aware_reward_integration_report.tex,423,4,\texttt{redrhex\_env\_cfg.py} 中新增的參數,pending,,
docs/energy_aware_reward_integration_report.tex,449,4,\texttt{redrhex\_env.py} 中新增的 helper,pending,,
docs/energy_aware_reward_integration_report.tex,473,4,ABAD 目標位置 cache,pending,,
docs/energy_aware_reward_integration_report.tex,481,4,reward 核心節能片段,pending,,
docs/energy_aware_reward_integration_report.tex,514,4,\texttt{eval\_command\_sweep.py} 中新增的 energy evaluation,pending,,
docs/energy_aware_reward_integration_report.tex,548,3,權重設計與調參建議,pending,,
docs/energy_aware_reward_integration_report.tex,570,3,Ablation 與驗證流程,pending,,
docs/energy_aware_reward_integration_report.tex,572,4,四版本比較,pending,,
docs/energy_aware_reward_integration_report.tex,581,4,TensorBoard 必看曲線,pending,,
docs/energy_aware_reward_integration_report.tex,595,4,如何判斷「真的變省能」,pending,,
docs/energy_aware_reward_integration_report.tex,608,3,風險與注意事項,pending,,
docs/energy_aware_reward_integration_report.tex,618,3,結論,pending,,
docs/project_review_2026-07-09.md,0,0,<document>,pending,,
docs/project_review_2026-07-09.md,1,1,RedRHex Full Project Review — state file (2026-07-09),pending,,
docs/project_review_2026-07-09.md,7,2,Checklist,pending,,
docs/project_review_2026-07-09.md,16,2,Findings (append per area),pending,,
docs/project_review_2026-07-09.md,18,3,Area 1.5: Symmetry + PPO cfg — DONE,pending,,
docs/project_review_2026-07-09.md,22,3,Area 2: Training scripts — DONE,pending,,
docs/project_review_2026-07-09.md,28,3,Area 3: Panel backend — DONE (server.py full; processes.py core; history/convergence/deploy outline),pending,,
docs/project_review_2026-07-09.md,35,3,"Area 5: ROS2 deploy stack — DONE (contract, obs builder, action decoder core, controller node rate, deploy validate_contract)",pending,,
docs/project_review_2026-07-09.md,42,3,Area 1: Core RL env — DONE (env.py + env_cfg.py read fully),pending,,
docs/project_review_2026-07-09.md,71,2,"Fix status (2026-07-10, branch fix/review-2026-07)",pending,,
docs/redrhex_forwardfast_professor_report.md,0,0,<document>,pending,,
docs/redrhex_forwardfast_professor_report.md,1,1,RedRhex ForwardFast 專題報告（教授版）,pending,,
docs/redrhex_forwardfast_professor_report.md,9,2,0) 報告摘要（先講結論）,pending,,
docs/redrhex_forwardfast_professor_report.md,22,2,0.1 ForwardFast 在整體訓練體系中的定位,pending,,
docs/redrhex_forwardfast_professor_report.md,82,2,1) 起點：為什麼要做這件事,pending,,
docs/redrhex_forwardfast_professor_report.md,105,2,2) 目標定義（今天要達成什麼）,pending,,
docs/redrhex_forwardfast_professor_report.md,119,2,3) 方法總覽（策略怎麼定）,pending,,
docs/redrhex_forwardfast_professor_report.md,135,2,4) 今天實際做了什麼（從 0 到 1 再到 2，再到 2.1）,pending,,
docs/redrhex_forwardfast_professor_report.md,137,2,4.1 階段 A：先建立 ForwardFast 管線（v1）,pending,,
docs/redrhex_forwardfast_professor_report.md,147,2,4.2 階段 B：現場回報品質問題（假收斂）,pending,,
docs/redrhex_forwardfast_professor_report.md,157,2,4.3 階段 C：anti-collapse 品質修正（v2）,pending,,
docs/redrhex_forwardfast_professor_report.md,164,2,4.4 階段 D：第二輪回調（v2.1，參考原 Stage1）,pending,,
docs/redrhex_forwardfast_professor_report.md,175,2,5) 程式碼修改明細（What + Why）,pending,,
docs/redrhex_forwardfast_professor_report.md,177,2,5.1 任務註冊層,pending,,
docs/redrhex_forwardfast_professor_report.md,189,2,5.2 環境配置層（ForwardFast）,pending,,
docs/redrhex_forwardfast_professor_report.md,240,2,5.3 環境控制邏輯層（核心）,pending,,
docs/redrhex_forwardfast_professor_report.md,260,2,5.4 PPO 層,pending,,
docs/redrhex_forwardfast_professor_report.md,277,2,5.5 Play/checkpoint 工具相容修正,pending,,
docs/redrhex_forwardfast_professor_report.md,291,2,6) 現場流程 SOP（How）,pending,,
docs/redrhex_forwardfast_professor_report.md,293,2,6.1 訓練（ForwardFast）,pending,,
docs/redrhex_forwardfast_professor_report.md,304,2,6.2 TensorBoard 監看,pending,,
docs/redrhex_forwardfast_professor_report.md,310,2,6.3 播放與匯出 ONNX,pending,,
docs/redrhex_forwardfast_professor_report.md,326,2,7) 如何判斷「真的成功」而不是假收斂,pending,,
docs/redrhex_forwardfast_professor_report.md,341,2,8) 今天遇到的問題與對應修正,pending,,
docs/redrhex_forwardfast_professor_report.md,355,2,9) 目前成果、限制與下一步,pending,,
docs/redrhex_forwardfast_professor_report.md,373,2,10) 最新 TensorBoard 結果（v2.2，Stage1-reference 快收斂版）,pending,,
docs/redrhex_forwardfast_professor_report.md,380,3,10.1 指標讀值（你這次提供的圖）,pending,,
docs/redrhex_forwardfast_professor_report.md,418,3,10.2 「點平」解讀（收斂分段）,pending,,
docs/redrhex_forwardfast_professor_report.md,430,3,10.3 結論（本輪）,pending,,
docs/redrhex_forwardfast_professor_report.md,438,2,11) 給教授的結論句,pending,,
docs/redrhex_improvement_strategy_full.md,0,0,<document>,pending,,
docs/redrhex_improvement_strategy_full.md,1,1,RedRhex 強化學習專題 — 完整改進策略報告,pending,,
docs/redrhex_improvement_strategy_full.md,6,2,目錄,pending,,
docs/redrhex_improvement_strategy_full.md,33,2,0. 報告主旨,pending,,
docs/redrhex_improvement_strategy_full.md,45,3,0.1 現行落地訓練順序（重要）,pending,,
docs/redrhex_improvement_strategy_full.md,111,2,1. 世界頂尖腿足機器人 RL 研究全覽,pending,,
docs/redrhex_improvement_strategy_full.md,117,3,1.1 ETH RSL — Learning Robust Perceptive Locomotion (Miki 2022),pending,,
docs/redrhex_improvement_strategy_full.md,146,3,1.2 ETH RSL — ANYmal Parkour (Hoeller 2024),pending,,
docs/redrhex_improvement_strategy_full.md,178,3,1.3 UC Berkeley / CMU — RMA: Rapid Motor Adaptation (Kumar 2021),pending,,
docs/redrhex_improvement_strategy_full.md,216,3,1.4 CMU — Extreme Parkour (Cheng 2023),pending,,
docs/redrhex_improvement_strategy_full.md,251,3,1.5 KAIST Urban Robotics Lab — DreamWaQ (Nahrendra 2023),pending,,
docs/redrhex_improvement_strategy_full.md,286,3,"1.6 SUSTech / ZJUI — Concurrent Teacher-Student (CTS, Wang 2024)",pending,,
docs/redrhex_improvement_strategy_full.md,325,3,1.7 ETH RSL (Mittal et al.) — Symmetry-aware RL (ICRA 2024),pending,,
docs/redrhex_improvement_strategy_full.md,357,3,1.8 UC Berkeley Hybrid Robotics — Morphological Symmetry (IROS 2024),pending,,
docs/redrhex_improvement_strategy_full.md,384,3,1.9 ETH RSL — Actuator Network (Hwangbo 2019),pending,,
docs/redrhex_improvement_strategy_full.md,412,3,1.10 NVIDIA / Boston Dynamics — Spot locomotion in Isaac Lab (2024),pending,,
docs/redrhex_improvement_strategy_full.md,444,3,"1.11 Michigan Tech — Benchmark: MPC vs RL (Akki & Chen, 2025)",pending,,
docs/redrhex_improvement_strategy_full.md,480,3,1.12 EPFL BioRob — CPG-RL (Bellegarda & Ijspeert 2022),pending,,
docs/redrhex_improvement_strategy_full.md,511,2,2. RedRhex 現況診斷,pending,,
docs/redrhex_improvement_strategy_full.md,515,3,做得好的地方,pending,,
docs/redrhex_improvement_strategy_full.md,523,3,關鍵缺點(對應 SOTA 技術),pending,,
docs/redrhex_improvement_strategy_full.md,540,2,3. 優先級 TIER 1 — 必做,pending,,
docs/redrhex_improvement_strategy_full.md,542,3,3.1 啟用 Asymmetric Actor-Critic(Privileged Critic),pending,,
docs/redrhex_improvement_strategy_full.md,570,3,3.2 啟用 Terrain Generator + Curriculum,pending,,
docs/redrhex_improvement_strategy_full.md,618,3,3.3 Reward 瘦身,pending,,
docs/redrhex_improvement_strategy_full.md,651,3,3.4 Observation History(短期記憶),pending,,
docs/redrhex_improvement_strategy_full.md,664,2,4. 優先級 TIER 2 — 推薦,pending,,
docs/redrhex_improvement_strategy_full.md,666,3,4.1 Actuator Model 升級,pending,,
docs/redrhex_improvement_strategy_full.md,684,3,4.2 Symmetry Data Augmentation,pending,,
docs/redrhex_improvement_strategy_full.md,697,3,4.3 速度命令拉高,pending,,
docs/redrhex_improvement_strategy_full.md,708,3,4.4 Push Curriculum 加大,pending,,
docs/redrhex_improvement_strategy_full.md,720,3,4.5 Recurrent Policy,pending,,
docs/redrhex_improvement_strategy_full.md,737,2,5. 優先級 TIER 3 — 加分,pending,,
docs/redrhex_improvement_strategy_full.md,739,3,5.1 CPG 先驗(action space 正則化),pending,,
docs/redrhex_improvement_strategy_full.md,742,3,5.2 Multi-gait Policy,pending,,
docs/redrhex_improvement_strategy_full.md,745,3,5.3 Fault Tolerance,pending,,
docs/redrhex_improvement_strategy_full.md,748,3,5.4 Cost of Transport 作為正式指標,pending,,
docs/redrhex_improvement_strategy_full.md,754,3,5.5 Vision / Height-scan 整合,pending,,
docs/redrhex_improvement_strategy_full.md,759,2,6. 如何在報告中證明「勝過 MPC」,pending,,
docs/redrhex_improvement_strategy_full.md,761,3,6.1 準備對比實驗(4 張圖),pending,,
docs/redrhex_improvement_strategy_full.md,770,3,6.2 報告敘事結構,pending,,
docs/redrhex_improvement_strategy_full.md,783,3,6.3 引用資料來源(報告 references),pending,,
docs/redrhex_improvement_strategy_full.md,789,2,7. 時間壓力下的最小可行方案,pending,,
docs/redrhex_improvement_strategy_full.md,808,2,8. 完整參考文獻,pending,,
docs/redrhex_improvement_strategy_full.md,810,3,核心論文(你報告必引),pending,,
docs/redrhex_improvement_strategy_full.md,850,3,次要但有用,pending,,
docs/redrhex_improvement_strategy_full.md,873,3,Awesome lists(擴展閱讀),pending,,
docs/redrhex_meeting_report.md,0,0,<document>,pending,,
docs/redrhex_meeting_report.md,1,1,RedRhex 專案變更會議報告（完整說明版）,pending,,
docs/redrhex_meeting_report.md,3,2,1. 這份文件的目的,pending,,
docs/redrhex_meeting_report.md,15,2,1.1 2026-04-16 補充：目前實際訓練流程怎麼選,pending,,
docs/redrhex_meeting_report.md,59,2,2. 專案背景：我們原本在做什麼,pending,,
docs/redrhex_meeting_report.md,80,2,3. 為什麼要從單段式改成分階段訓練,pending,,
docs/redrhex_meeting_report.md,82,3,3.1 單段式的核心問題,pending,,
docs/redrhex_meeting_report.md,100,3,3.2 分階段的設計目標,pending,,
docs/redrhex_meeting_report.md,114,2,4. 為什麼最後定案成五階段，而不是四階段,pending,,
docs/redrhex_meeting_report.md,138,2,5. 五個 Stage 各自在負責什麼,pending,,
docs/redrhex_meeting_report.md,140,2,Stage1：Forward-only（穩定直走基礎）,pending,,
